"rent.amount";"fire.insurance";"city";"area";"rooms";"bathroom";"parking.spaces";"floor";"animal";"furniture"
7.57558465155779;3.2188758248682;1;2.99573227355399;1;1;0;1;"not acept";"furnished"
8.63941082414049;4.44265125649032;1;5.99146454710798;4;3;2;0;"acept";"not furnished"
8.9226582995244;4.72738781871234;1;5.39362754635236;3;3;5;0;"acept";"not furnished"
8.66561319653451;4.47733681447821;1;6.62007320653036;7;6;5;0;"acept";"furnished"
7.49554194388426;3.13549421592915;1;2.99573227355399;1;1;0;0;"acept";"furnished"
7.64969262371151;3.29583686600433;0;4.9416424226093;3;2;2;15;"not acept";"not furnished"
6.98471632011827;2.63905732961526;1;3.09104245335832;1;1;0;0;"not acept";"not furnished"
9.39266192877014;5.03043792139244;1;5.84354441703136;2;3;2;4;"not acept";"not furnished"
7.00306545878646;1.6094379124341;0;3.8286413964891;2;1;1;3;"not acept";"not furnished"
8.08641027532378;3.73766961828337;1;3.55534806148941;1;1;1;2;"not acept";"furnished"
7.09007683577609;2.77258872223978;0;4.27666611901606;2;2;1;2;"acept";"not furnished"
7.54960916515453;3.2188758248682;1;4.0943445622221;1;1;2;2;"not acept";"not furnished"
9.30565055178051;5.11198778835654;1;5.19295685089021;3;2;4;0;"not acept";"furnished"
8.10167774745457;3.73766961828337;1;4.4188406077966;3;2;1;9;"not acept";"furnished"
7.34601020991329;2.99573227355399;1;3.91202300542815;1;1;0;1;"acept";"not furnished"
8.01301211036892;3.66356164612965;1;3.63758615972639;1;1;1;14;"not acept";"furnished"
7.9373746961633;3.58351893845611;1;4.9416424226093;3;3;2;2;"acept";"not furnished"
6.88755257166462;2.56494935746154;0;4.12713438504509;2;1;1;3;"acept";"not furnished"
8.29404964010203;3.93182563272433;1;4.24849524204936;1;1;0;2;"acept";"furnished"
7.00306545878646;2.63905732961526;0;4.00733318523247;1;1;0;14;"acept";"not furnished"
6.70318811324086;1.79175946922805;0;4.0943445622221;2;1;1;1;"not acept";"not furnished"
7.46049030582534;3.13549421592915;1;4.44265125649032;2;2;1;6;"acept";"not furnished"
8.98719682066197;4.62497281328427;1;4.89783979995091;3;3;3;11;"not acept";"not furnished"
9.21034037197618;4.84418708645859;1;5.29831736654804;3;2;2;19;"acept";"not furnished"
8.26873183211774;4.07753744390572;1;5.13579843705026;3;2;2;0;"acept";"furnished"
8.73552518573323;4.36944785246702;1;3.8286413964891;1;1;2;16;"acept";"furnished"
7.49554194388426;3.13549421592915;1;2.99573227355399;1;1;0;4;"acept";"furnished"
8.41183267575841;4.06044301054642;1;4.06044301054642;2;2;1;5;"not acept";"furnished"
7.7621706071382;3.40119738166216;1;4.56434819146784;3;2;3;4;"acept";"not furnished"
9.47270463644367;5.10594547390058;1;5.24702407216049;3;3;3;6;"acept";"not furnished"
7.60090245954208;3.25809653802148;1;4.46590811865458;3;2;4;14;"acept";"not furnished"
7.78322401633604;3.43398720448515;1;3.73766961828337;1;1;0;5;"acept";"not furnished"
9.30565055178051;4.9416424226093;1;4.97673374242057;3;3;1;10;"acept";"furnished"
9.58190392840867;5.21493575760899;1;5.52146091786225;4;6;4;12;"not acept";"not furnished"
8.00636756765025;3.66356164612965;1;4.49980967033027;2;1;1;1;"acept";"not furnished"
7.81278281857758;3.63758615972639;1;5.52146091786225;6;2;2;0;"acept";"not furnished"
8.93853164868069;4.74493212836325;1;6.21460809842219;3;4;5;0;"acept";"furnished"
9.0825070004663;4.71849887129509;1;4.38202663467388;2;2;2;6;"acept";"furnished"
7.82404601085629;3.63758615972639;0;4.78749174278205;3;2;3;0;"acept";"not furnished"
7.78322401633604;3.61091791264422;0;5.57972982598622;3;3;2;0;"acept";"not furnished"
6.98471632011827;2.63905732961526;0;3.91202300542815;2;1;1;4;"acept";"not furnished"
8.24275634571448;3.89182029811063;0;4.83628190695148;3;3;2;1;"acept";"not furnished"
6.5792512120101;2.30258509299405;0;4.00733318523247;2;1;1;1;"acept";"not furnished"
7.90100705199242;3.55534806148941;1;3.36729582998647;1;1;1;20;"acept";"furnished"
7.80384330353877;3.46573590279973;1;4.07753744390572;2;1;1;24;"acept";"not furnished"
8.96187901267768;4.59511985013459;1;5.29831736654804;2;4;4;4;"acept";"not furnished"
7.69439280262942;3.3322045101752;1;4.30406509320417;3;2;1;7;"acept";"not furnished"
9.21034037197618;4.84418708645859;1;5.66988092298052;4;5;2;6;"acept";"not furnished"
8.98719682066197;4.62497281328427;1;5.14749447681345;3;4;3;1;"acept";"not furnished"
7.86326672400957;3.49650756146648;1;3.2188758248682;1;1;0;5;"not acept";"furnished"
7.00306545878646;2.83321334405622;1;3.91202300542815;1;1;1;0;"acept";"not furnished"
7.00306545878646;2.63905732961526;1;3.68887945411394;1;1;0;3;"acept";"not furnished"
7.80994708647679;3.63758615972639;1;4.38202663467388;2;2;2;0;"acept";"not furnished"
8.51719319141624;4.33073334028633;1;5.63478960316925;6;6;3;0;"acept";"not furnished"
8.46019946989612;2.89037175789616;1;4.0943445622221;1;1;1;12;"acept";"furnished"
9.39266192877014;5.03043792139244;1;4.74493212836325;2;3;2;8;"acept";"not furnished"
9.61580548008435;5.25227342804663;1;6.29156913955832;3;3;4;9;"acept";"not furnished"
8.35467426191846;3.98898404656427;1;4.33073334028633;2;1;1;12;"not acept";"furnished"
7.99967857949945;3.63758615972639;0;5.01063529409626;4;5;2;1;"acept";"not furnished"
8.61250337122056;4.24849524204936;1;4.86753445045558;3;2;1;8;"acept";"not furnished"
6.59304453414244;2.30258509299405;0;4.15888308335967;2;1;1;0;"acept";"not furnished"
7.17011954344963;2.83321334405622;1;4.00733318523247;2;2;1;2;"acept";"not furnished"
7.17011954344963;2.83321334405622;1;3.91202300542815;1;1;0;1;"acept";"not furnished"
8.85366542803745;4.48863636973214;1;4.78749174278205;2;3;2;20;"acept";"not furnished"
9.30565055178051;4.9416424226093;0;5.46383180502561;3;4;4;10;"acept";"not furnished"
6.30991827822652;1.94591014905531;0;3.40119738166216;1;1;0;4;"acept";"not furnished"
8.98719682066197;4.79579054559674;0;5.59842195899838;3;3;0;0;"acept";"furnished"
6.50727771238501;2.19722457733622;0;3.87120101090789;1;1;0;9;"acept";"not furnished"
7.60090245954208;3.43398720448515;0;5.28826703069454;6;3;4;0;"acept";"not furnished"
6.98471632011827;2.83321334405622;1;3.91202300542815;1;1;0;0;"acept";"not furnished"
8.63052187672324;4.26267987704132;1;5.22035582507832;3;3;3;20;"acept";"not furnished"
9.39266192877014;5.19849703126583;1;6.08677472691231;4;4;4;0;"acept";"not furnished"
7.09007683577609;2.77258872223978;0;4.77912349311153;3;2;2;7;"acept";"not furnished"
7.43248380791712;3.09104245335832;1;4.04305126783455;2;2;2;16;"acept";"not furnished"
7.24422751560335;2.89037175789616;1;4.17438726989564;2;1;1;1;"acept";"not furnished"
7.64969262371151;3.46573590279973;1;3.55534806148941;2;1;1;0;"acept";"not furnished"
7.64969262371151;3.29583686600433;0;3.93182563272433;1;2;1;16;"not acept";"not furnished"
7.60290046220476;3.25809653802148;0;4.24849524204936;2;3;1;7;"acept";"not furnished"
7.3132203870903;3.13549421592915;1;4.49980967033027;2;1;1;0;"acept";"not furnished"
8.8246778911642;4.46590811865458;1;5.76832099579377;3;4;3;8;"acept";"not furnished"
9.45328655058657;5.25749537202778;1;5.52146091786225;7;5;2;0;"acept";"not furnished"
8.24275634571448;3.89182029811063;1;4.24849524204936;2;1;1;6;"acept";"not furnished"
9.21034037197618;4.84418708645859;1;5.12989871492307;4;6;3;7;"acept";"furnished"
7.00306545878646;2.63905732961526;1;3.49650756146648;1;1;0;1;"not acept";"not furnished"
8.51719319141624;4.15888308335967;1;5.41610040220442;4;4;3;7;"acept";"not furnished"
8.08825472712243;3.73766961828337;1;3.73766961828337;1;1;0;2;"acept";"furnished"
8.29404964010203;4.11087386417331;1;4.78749174278205;3;4;1;0;"not acept";"not furnished"
7.3132203870903;2.99573227355399;1;4.24849524204936;3;2;2;3;"not acept";"not furnished"
8.07090608878782;3.89182029811063;1;4.49980967033027;1;1;2;0;"acept";"furnished"
8.10167774745457;3.73766961828337;1;5.56068163101553;4;5;4;9;"acept";"furnished"
8.61250337122056;4.24849524204936;1;5.49306144334055;3;3;4;10;"acept";"not furnished"
7.33302301438648;2.484906649788;1;4.60517018598809;1;1;0;0;"acept";"not furnished"
8.53699581871242;4.17438726989564;1;5.48063892334199;3;4;3;9;"acept";"not furnished"
6.76849321164863;2.484906649788;0;3.80666248977032;1;1;1;4;"acept";"not furnished"
8.51719319141624;4.15888308335967;1;4.17438726989564;1;1;1;2;"acept";"furnished"
6.90775527898214;2.56494935746154;1;3.85014760171006;1;1;0;4;"not acept";"not furnished"
8.10167774745457;3.73766961828337;1;4.0943445622221;2;1;0;2;"acept";"furnished"
9.61580548008435;5.42053499927229;1;5.82894561761021;4;6;6;0;"acept";"furnished"
8.69951474821019;4.51085950651685;1;6.21460809842219;4;4;0;0;"acept";"not furnished"
7.24351297466548;2.89037175789616;1;4.00733318523247;2;1;1;14;"acept";"not furnished"
8.50714285556274;4.14313472639153;1;5.48063892334199;3;4;3;3;"acept";"furnished"
7.74716496652033;1.94591014905531;1;4.17438726989564;2;2;1;1;"acept";"not furnished"
7.10085190894405;1.79175946922805;1;4.21950770517611;1;1;0;0;"not acept";"not furnished"
9.28730141311231;5.09375020080676;1;6.21460809842219;4;4;3;0;"acept";"not furnished"
8.61250337122056;4.24849524204936;1;5.28826703069454;2;2;2;13;"acept";"not furnished"
7.69621263934641;3.3322045101752;1;4.12713438504509;2;1;1;13;"acept";"not furnished"
7.93951526066241;3.58351893845611;1;4.0943445622221;2;2;1;4;"acept";"not furnished"
9.03598698483141;4.84418708645859;1;5.23110861685459;3;2;3;0;"not acept";"furnished"
7.69621263934641;3.3322045101752;1;3.2188758248682;1;1;0;23;"acept";"not furnished"
8.1886891244442;4.00733318523247;1;5.4380793089232;3;4;3;0;"acept";"not furnished"
7.78322401633604;3.43398720448515;1;2.83321334405622;1;1;0;1;"not acept";"furnished"
7.69621263934641;3.3322045101752;1;4.20469261939097;2;2;1;17;"acept";"not furnished"
7.63046126178363;3.29583686600433;1;2.99573227355399;1;1;0;1;"acept";"furnished"
9.04782144247841;4.68213122712422;1;4.77068462446567;3;2;2;7;"acept";"furnished"
7.79564653633459;3.43398720448515;1;3.76120011569356;1;1;1;2;"acept";"not furnished"
8.69951474821019;4.34380542185368;1;5.27299955856375;2;3;1;10;"acept";"not furnished"
8.9226582995244;4.56434819146784;1;4.94875989037817;3;4;3;7;"not acept";"not furnished"
7.74066440191724;3.40119738166216;1;3.80666248977032;1;1;1;1;"not acept";"not furnished"
7.32974968904151;1.79175946922805;1;3.87120101090789;1;1;1;19;"acept";"not furnished"
8.69951474821019;4.34380542185368;1;5.63478960316925;3;4;2;3;"not acept";"not furnished"
8.51719319141624;4.15888308335967;1;5.13579843705026;3;2;2;5;"not acept";"not furnished"
8.08948247436075;3.91202300542815;1;4.49980967033027;3;2;1;0;"acept";"not furnished"
7.00306545878646;2.63905732961526;0;3.55534806148941;1;1;1;7;"acept";"not furnished"
7.74066440191724;3.40119738166216;1;2.77258872223978;1;1;0;8;"not acept";"not furnished"
6.90775527898214;2.56494935746154;0;4.21950770517611;1;1;1;10;"not acept";"furnished"
9.39266192877014;5.03043792139244;1;4.38202663467388;3;5;2;4;"not acept";"not furnished"
8.98719682066197;4.62497281328427;1;5.24702407216049;3;2;1;6;"acept";"furnished"
8.13153071060425;3.95124371858143;1;5.01063529409626;3;4;2;0;"not acept";"not furnished"
7.8898337513943;3.52636052461616;1;4.71849887129509;3;3;2;12;"acept";"furnished"
8.69951474821019;4.34380542185368;1;4.97673374242057;3;4;3;1;"not acept";"not furnished"
7.00306545878646;2.63905732961526;0;3.85014760171006;1;1;1;8;"acept";"not furnished"
8.41825644355621;4.06044301054642;1;4.85203026391962;3;2;1;3;"acept";"furnished"
8.41183267575841;4.21950770517611;1;5.52146091786225;3;4;4;0;"acept";"not furnished"
7.28619171470238;3.04452243772342;1;4.78749174278205;3;1;0;2;"acept";"not furnished"
7.90100705199242;3.71357206670431;1;4.70048036579242;2;2;2;0;"not acept";"not furnished"
8.69951474821019;4.51085950651685;1;5.99146454710798;2;5;4;0;"acept";"not furnished"
7.86326672400957;3.49650756146648;1;3.55534806148941;1;1;1;9;"not acept";"furnished"
9.45720044990771;5.09375020080676;1;4.67282883446191;2;2;2;18;"acept";"furnished"
8.63052187672324;4.26267987704132;1;4.57471097850338;2;2;0;1;"acept";"not furnished"
6.95654544315157;2.63905732961526;1;4.24849524204936;2;1;0;1;"not acept";"not furnished"
8.05261481881557;3.68887945411394;1;2.99573227355399;1;1;0;3;"not acept";"furnished"
8.1605182474775;3.80666248977032;1;4.86753445045558;3;2;2;6;"acept";"not furnished"
7.60090245954208;3.25809653802148;1;4.78749174278205;3;2;3;16;"acept";"not furnished"
8.24275634571448;3.89182029811063;1;4.70048036579242;3;3;2;2;"acept";"furnished"
9.38429367909962;5.18738580584075;1;5.7037824746562;3;5;3;0;"acept";"not furnished"
9.30565055178051;4.9416424226093;1;5.85507192220243;4;5;4;8;"not acept";"not furnished"
8.00636756765025;3.66356164612965;1;4.57471097850338;3;2;2;1;"acept";"not furnished"
8.69951474821019;4.34380542185368;1;4.43081679884331;4;1;3;5;"not acept";"not furnished"
7.9373746961633;3.76120011569356;1;5.19295685089021;2;2;1;0;"not acept";"not furnished"
9.21034037197618;5.01727983681492;1;5.65599181081985;4;4;5;0;"acept";"not furnished"
9.5468126085974;5.18178355029209;1;6.21460809842219;5;7;5;22;"acept";"not furnished"
7.7621706071382;3.40119738166216;1;4.70048036579242;3;3;3;4;"acept";"not furnished"
8.69951474821019;4.34380542185368;1;5.27811465923052;4;4;0;11;"acept";"not furnished"
8.33086361322474;3.97029191355212;1;3.49650756146648;1;1;1;12;"not acept";"not furnished"
9.10497985631836;4.91265488573605;1;5.99146454710798;4;4;3;0;"acept";"not furnished"
7.8164169836918;3.25809653802148;1;5.13579843705026;2;1;0;1;"acept";"furnished"
7.69621263934641;3.52636052461616;1;4.49980967033027;1;1;0;0;"acept";"not furnished"
7.24422751560335;2.89037175789616;1;5.21493575760899;3;4;3;12;"acept";"not furnished"
8.87206651340834;4.51085950651685;1;4.76217393479776;2;2;1;11;"not acept";"furnished"
7.07411681619736;2.70805020110221;1;2.39789527279837;1;1;0;0;"not acept";"furnished"
6.68461172766793;2.39789527279837;0;4.04305126783455;1;1;1;2;"acept";"not furnished"
6.74523634948436;2.39789527279837;1;2.77258872223978;1;1;0;1;"not acept";"not furnished"
8.51719319141624;4.15888308335967;1;5.19295685089021;4;3;1;4;"acept";"furnished"
8.69951474821019;4.34380542185368;1;5.52146091786225;3;4;2;16;"acept";"not furnished"
8.85366542803745;4.66343909411207;1;5.39362754635236;3;4;2;0;"acept";"furnished"
8.05038445306702;3.68887945411394;1;5.88610403145016;3;5;4;22;"acept";"not furnished"
8.41183267575841;4.06044301054642;1;4.80402104473326;3;4;3;5;"acept";"not furnished"
8.85366542803745;4.48863636973214;1;4.92725368515721;3;4;3;2;"not acept";"not furnished"
7.24422751560335;2.89037175789616;1;4.70048036579242;3;1;1;1;"acept";"not furnished"
8.13153071060425;3.78418963391826;1;5.39362754635236;4;3;3;3;"acept";"not furnished"
8.47114925291483;4.11087386417331;1;4.77068462446567;3;2;1;11;"not acept";"not furnished"
8.58485183989005;4.21950770517611;1;5.19295685089021;2;2;1;15;"acept";"not furnished"
7.17011954344963;2.83321334405622;1;3.95124371858143;2;1;1;7;"acept";"not furnished"
7.34601020991329;2.99573227355399;1;3.40119738166216;1;1;0;1;"acept";"furnished"
7.3132203870903;2.99573227355399;1;5.07517381523383;3;3;2;5;"acept";"furnished"
7.84384863815247;3.66356164612965;0;5.34233425196481;3;3;2;0;"not acept";"not furnished"
9.15904707758863;4.96284463025991;1;6.10924758276437;5;5;6;0;"acept";"not furnished"
7.74066440191724;3.40119738166216;1;4.76217393479776;3;3;3;10;"acept";"not furnished"
9.61580548008435;5.42053499927229;1;6.80239476332431;4;6;8;0;"acept";"not furnished"
8.41183267575841;4.21950770517611;1;5.29831736654804;3;3;0;0;"acept";"not furnished"
8.24275634571448;3.89182029811063;1;4.85203026391962;3;3;2;10;"acept";"not furnished"
8.21608809863232;3.85014760171006;1;4.9416424226093;3;2;2;2;"acept";"not furnished"
8.85366542803745;4.48863636973214;1;5.19295685089021;3;3;4;27;"acept";"not furnished"
8.07090608878782;3.71357206670431;1;5.63478960316925;4;4;5;9;"acept";"not furnished"
9.61580548008435;5.25227342804663;1;6.04025471127741;4;6;4;8;"acept";"not furnished"
7.90100705199242;3.55534806148941;1;3.87120101090789;1;1;1;8;"acept";"furnished"
9.10497985631836;4.74493212836325;1;4.99721227376411;3;2;2;2;"not acept";"furnished"
7.60090245954208;3.25809653802148;1;4.31748811353631;2;1;1;5;"not acept";"not furnished"
8.01168672912785;2.484906649788;1;3.78418963391826;1;1;0;1;"not acept";"not furnished"
7.00306545878646;2.63905732961526;1;3.55534806148941;1;1;0;0;"acept";"not furnished"
8.98719682066197;4.79579054559674;1;5.76832099579377;4;2;2;0;"acept";"furnished"
7.11720550316434;2.77258872223978;0;4.58496747867057;3;2;1;1;"acept";"not furnished"
7.17011954344963;2.83321334405622;0;3.93182563272433;1;1;0;12;"not acept";"furnished"
9.61580548008435;5.25227342804663;1;5.77455154554441;4;5;5;17;"acept";"furnished"
8.57546209954021;4.21950770517611;1;5.23110861685459;4;5;3;5;"acept";"not furnished"
8.47637119689598;4.11087386417331;1;4.12713438504509;3;2;1;6;"not acept";"furnished"
8.36637030168165;4.00733318523247;1;4.86753445045558;2;2;1;0;"acept";"not furnished"
8.61250337122056;4.4188406077966;0;6.39692965521615;4;6;3;0;"acept";"not furnished"
9.10497985631836;4.91265488573605;1;6.25382881157547;3;4;2;0;"acept";"not furnished"
8.77955745588373;4.4188406077966;1;4.45434729625351;1;2;1;13;"acept";"furnished"
8.59987855803485;4.23410650459726;1;4.27666611901606;2;2;1;6;"acept";"not furnished"
9.5468126085974;5.35185813347607;1;6.30991827822652;4;4;4;0;"acept";"not furnished"
7.1066061377273;2.94443897916644;1;3.91202300542815;1;1;0;0;"not acept";"not furnished"
8.98719682066197;4.79579054559674;1;5.6970934865054;5;3;3;0;"acept";"not furnished"
7.49554194388426;3.13549421592915;0;4.30406509320417;3;2;1;10;"acept";"not furnished"
7.81197342962202;3.46573590279973;1;3.71357206670431;1;1;0;17;"acept";"furnished"
7.27931883541462;2.94443897916644;0;4.38202663467388;3;2;2;2;"acept";"not furnished"
8.41183267575841;4.06044301054642;1;4.86753445045558;3;2;1;1;"acept";"not furnished"
7.64969262371151;3.29583686600433;1;4.15888308335967;1;2;2;15;"acept";"not furnished"
7.91205688817901;3.55534806148941;1;3.91202300542815;1;1;1;9;"not acept";"not furnished"
8.1605182474775;3.97029191355212;1;5.29831736654804;3;2;4;0;"acept";"not furnished"
8.85366542803745;4.48863636973214;1;4.24849524204936;1;1;2;9;"acept";"furnished"
7.57558465155779;2.63905732961526;0;3.71357206670431;1;1;1;11;"acept";"not furnished"
7.54960916515453;3.2188758248682;1;4.48863636973214;2;2;0;2;"acept";"not furnished"
9.47577683548064;5.28320372873799;1;5.52146091786225;4;2;8;0;"acept";"not furnished"
7.49554194388426;3.3322045101752;1;4.65396035015752;2;1;0;0;"acept";"not furnished"
7.64969262371151;3.46573590279973;1;5.01063529409626;2;2;1;0;"acept";"not furnished"
7.57558465155779;3.2188758248682;1;3.91202300542815;2;1;1;14;"not acept";"not furnished"
8.59415423255237;4.40671924726425;1;5.19295685089021;3;2;1;0;"acept";"not furnished"
6.90775527898214;2.77258872223978;1;3.91202300542815;1;1;0;0;"not acept";"not furnished"
7.27931883541462;3.09104245335832;0;4.24849524204936;1;1;2;0;"acept";"not furnished"
8.69951474821019;4.51085950651685;1;5.17614973257383;2;2;2;0;"acept";"not furnished"
9.12695876303713;4.76217393479776;1;5.17614973257383;4;5;4;12;"acept";"not furnished"
7.44424864949671;3.09104245335832;1;2.89037175789616;1;1;0;0;"acept";"not furnished"
7.97246601597457;3.78418963391826;1;5.29831736654804;3;4;2;0;"acept";"not furnished"
8.61613313927114;4.24849524204936;1;3.80666248977032;1;1;1;1;"not acept";"furnished"
6.62007320653036;2.30258509299405;0;4.24849524204936;2;1;1;3;"acept";"not furnished"
7.68662133494462;3.3322045101752;1;4.18965474202643;3;2;1;9;"acept";"not furnished"
7.0475172213573;2.70805020110221;1;3.87120101090789;2;1;0;2;"acept";"not furnished"
9.61580548008435;5.25227342804663;1;6.24416690066374;5;4;3;5;"acept";"not furnished"
7.60090245954208;3.25809653802148;1;4.00733318523247;2;2;1;7;"acept";"not furnished"
8.51719319141624;4.33073334028633;1;5.85793315448346;4;5;2;0;"acept";"not furnished"
8.51719319141624;4.15888308335967;1;5.56068163101553;3;3;3;8;"acept";"furnished"
7.60090245954208;3.25809653802148;1;4.35670882668959;2;1;1;7;"acept";"not furnished"
7.48436864328613;3.13549421592915;1;3.55534806148941;1;1;0;6;"acept";"furnished"
7.64969262371151;3.46573590279973;1;4.66343909411207;2;1;2;0;"not acept";"not furnished"
9.61580548008435;5.42053499927229;1;6.21460809842219;3;3;5;0;"acept";"furnished"
7.40853056689463;3.2188758248682;1;3.63758615972639;1;1;0;0;"not acept";"not furnished"
9.38429367909962;5.01727983681492;1;5.03043792139244;2;2;1;15;"acept";"furnished"
7.37775890822787;3.04452243772342;1;4.15888308335967;2;2;2;5;"acept";"not furnished"
8.41183267575841;4.21950770517611;1;5.56068163101553;3;4;4;0;"acept";"not furnished"
6.21460809842219;1.94591014905531;0;3.91202300542815;1;1;1;11;"acept";"not furnished"
8.41183267575841;4.06044301054642;1;5.13579843705026;3;2;1;14;"acept";"furnished"
8.49290049884719;4.12713438504509;1;4.78749174278205;2;2;2;15;"acept";"furnished"
8.98719682066197;4.62497281328427;1;6.5510803350434;4;5;2;10;"acept";"furnished"
8.28853445941392;4.0943445622221;1;5.59842195899838;5;7;2;0;"acept";"not furnished"
8.14989054440242;3.46573590279973;1;3.68887945411394;1;1;0;6;"acept";"not furnished"
9.23014299927236;4.86753445045558;1;6.46146817635372;4;4;4;12;"acept";"furnished"
6.88755257166462;2.70805020110221;1;3.68887945411394;1;1;0;0;"acept";"not furnished"
