"city","animal","furniture","area","fire.insurance","rent.amount","rooms","bathrooms","floor","parking.spaces"
"yes","acept","furnished",3.36729582998647,3.55534806148941,7.90100705199242,1,1,20,1
"yes","acept","not furnished",4.07753744390572,3.46573590279973,7.80384330353877,2,1,24,1
"yes","acept","not furnished",5.29831736654804,4.59511985013459,8.96187901267768,2,4,4,4
"yes","acept","not furnished",4.30406509320417,3.3322045101752,7.69439280262942,3,2,7,1
"yes","acept","not furnished",5.66988092298052,4.84418708645859,9.21034037197618,4,5,6,2
"yes","acept","not furnished",5.14749447681345,4.62497281328427,8.98719682066197,3,4,1,3
"yes","not acept","furnished",3.2188758248682,3.49650756146648,7.86326672400957,1,1,5,0
"yes","acept","not furnished",3.91202300542815,2.83321334405622,7.00306545878646,1,1,0,1
"yes","acept","not furnished",3.68887945411394,2.63905732961526,7.00306545878646,1,1,3,0
"yes","acept","not furnished",4.38202663467388,3.63758615972639,7.80994708647679,2,2,0,2
"yes","acept","not furnished",5.63478960316925,4.33073334028633,8.51719319141624,6,6,0,3
"yes","acept","furnished",4.0943445622221,2.89037175789616,8.46019946989612,1,1,12,1
"yes","acept","not furnished",4.74493212836325,5.03043792139244,9.39266192877014,2,3,8,2
"yes","acept","not furnished",6.29156913955832,5.25227342804663,9.61580548008435,3,3,9,4
"yes","not acept","furnished",4.33073334028633,3.98898404656427,8.35467426191846,2,1,12,1
"no","acept","not furnished",5.01063529409626,3.63758615972639,7.99967857949945,4,5,1,2
"yes","acept","not furnished",4.86753445045558,4.24849524204936,8.61250337122056,3,2,8,1
"no","acept","not furnished",4.15888308335967,2.30258509299405,6.59304453414244,2,1,0,1
"yes","acept","not furnished",4.00733318523247,2.83321334405622,7.17011954344963,2,2,2,1
"yes","acept","not furnished",3.91202300542815,2.83321334405622,7.17011954344963,1,1,1,0
"yes","acept","not furnished",4.78749174278205,4.48863636973214,8.85366542803745,2,3,20,2
"no","acept","not furnished",5.46383180502561,4.9416424226093,9.30565055178051,3,4,10,4
"no","acept","not furnished",3.40119738166216,1.94591014905531,6.30991827822652,1,1,4,0
"no","acept","furnished",5.59842195899838,4.79579054559674,8.98719682066197,3,3,0,0
"no","acept","not furnished",3.87120101090789,2.19722457733622,6.50727771238501,1,1,9,0
"no","acept","not furnished",5.28826703069454,3.43398720448515,7.60090245954208,6,3,0,4
"yes","acept","not furnished",3.91202300542815,2.83321334405622,6.98471632011827,1,1,0,0
"yes","acept","not furnished",5.22035582507832,4.26267987704132,8.63052187672324,3,3,20,3
"yes","acept","not furnished",6.08677472691231,5.19849703126583,9.39266192877014,4,4,0,4
"no","acept","not furnished",4.77912349311153,2.77258872223978,7.09007683577609,3,2,7,2
"yes","acept","not furnished",4.04305126783455,3.09104245335832,7.43248380791712,2,2,16,2
"yes","acept","not furnished",4.17438726989564,2.89037175789616,7.24422751560335,2,1,1,1
"yes","acept","not furnished",3.55534806148941,3.46573590279973,7.64969262371151,2,1,0,1
"no","not acept","not furnished",3.93182563272433,3.29583686600433,7.64969262371151,1,2,16,1
"no","acept","not furnished",4.24849524204936,3.25809653802148,7.60290046220476,2,3,7,1
"yes","acept","not furnished",4.49980967033027,3.13549421592915,7.3132203870903,2,1,0,1
"yes","acept","not furnished",5.76832099579377,4.46590811865458,8.8246778911642,3,4,8,3
"yes","acept","not furnished",5.52146091786225,5.25749537202778,9.45328655058657,7,5,0,2
"yes","acept","not furnished",4.24849524204936,3.89182029811063,8.24275634571448,2,1,6,1
"yes","acept","furnished",5.12989871492307,4.84418708645859,9.21034037197618,4,6,7,3
"yes","not acept","not furnished",3.49650756146648,2.63905732961526,7.00306545878646,1,1,1,0
"yes","acept","not furnished",5.41610040220442,4.15888308335967,8.51719319141624,4,4,7,3
"yes","acept","furnished",3.73766961828337,3.73766961828337,8.08825472712243,1,1,2,0
"yes","not acept","not furnished",4.78749174278205,4.11087386417331,8.29404964010203,3,4,0,1
"yes","not acept","not furnished",4.24849524204936,2.99573227355399,7.3132203870903,3,2,3,2
"yes","acept","furnished",4.49980967033027,3.89182029811063,8.07090608878782,1,1,0,2
"yes","acept","furnished",5.56068163101553,3.73766961828337,8.10167774745457,4,5,9,4
"yes","acept","not furnished",5.49306144334055,4.24849524204936,8.61250337122056,3,3,10,4
"yes","acept","not furnished",4.60517018598809,2.484906649788,7.33302301438648,1,1,0,0
"yes","acept","not furnished",5.48063892334199,4.17438726989564,8.53699581871242,3,4,9,3
"no","acept","not furnished",3.80666248977032,2.484906649788,6.76849321164863,1,1,4,1
"yes","acept","furnished",4.17438726989564,4.15888308335967,8.51719319141624,1,1,2,1
"yes","not acept","not furnished",3.85014760171006,2.56494935746154,6.90775527898214,1,1,4,0
"yes","acept","furnished",4.0943445622221,3.73766961828337,8.10167774745457,2,1,2,0
"yes","acept","furnished",5.82894561761021,5.42053499927229,9.61580548008435,4,6,0,6
"yes","acept","not furnished",6.21460809842219,4.51085950651685,8.69951474821019,4,4,0,0
"yes","acept","not furnished",4.00733318523247,2.89037175789616,7.24351297466548,2,1,14,1
"yes","acept","furnished",5.48063892334199,4.14313472639153,8.50714285556274,3,4,3,3
"yes","acept","not furnished",4.17438726989564,1.94591014905531,7.74716496652033,2,2,1,1
"yes","not acept","not furnished",4.21950770517611,1.79175946922805,7.10085190894405,1,1,0,0
"yes","acept","not furnished",6.21460809842219,5.09375020080676,9.28730141311231,4,4,0,3
"yes","acept","not furnished",5.28826703069454,4.24849524204936,8.61250337122056,2,2,13,2
"yes","acept","not furnished",4.12713438504509,3.3322045101752,7.69621263934641,2,1,13,1
"yes","acept","not furnished",4.0943445622221,3.58351893845611,7.93951526066241,2,2,4,1
"yes","not acept","furnished",5.23110861685459,4.84418708645859,9.03598698483141,3,2,0,3
"yes","acept","not furnished",3.2188758248682,3.3322045101752,7.69621263934641,1,1,23,0
"yes","acept","not furnished",5.4380793089232,4.00733318523247,8.1886891244442,3,4,0,3
"yes","not acept","furnished",2.83321334405622,3.43398720448515,7.78322401633604,1,1,1,0
"yes","acept","not furnished",4.20469261939097,3.3322045101752,7.69621263934641,2,2,17,1
"yes","acept","furnished",2.99573227355399,3.29583686600433,7.63046126178363,1,1,1,0
"yes","acept","furnished",4.77068462446567,4.68213122712422,9.04782144247841,3,2,7,2
"yes","acept","not furnished",3.76120011569356,3.43398720448515,7.79564653633459,1,1,2,1
"yes","acept","not furnished",5.27299955856375,4.34380542185368,8.69951474821019,2,3,10,1
"yes","not acept","not furnished",4.94875989037817,4.56434819146784,8.9226582995244,3,4,7,3
"yes","not acept","not furnished",3.80666248977032,3.40119738166216,7.74066440191724,1,1,1,1
"yes","acept","not furnished",3.87120101090789,1.79175946922805,7.32974968904151,1,1,19,1
"yes","not acept","not furnished",5.63478960316925,4.34380542185368,8.69951474821019,3,4,3,2
"yes","not acept","not furnished",5.13579843705026,4.15888308335967,8.51719319141624,3,2,5,2
"yes","acept","not furnished",4.49980967033027,3.91202300542815,8.08948247436075,3,2,0,1
"no","acept","not furnished",3.55534806148941,2.63905732961526,7.00306545878646,1,1,7,1
"yes","not acept","not furnished",2.77258872223978,3.40119738166216,7.74066440191724,1,1,8,0
"no","not acept","furnished",4.21950770517611,2.56494935746154,6.90775527898214,1,1,10,1
"yes","not acept","not furnished",4.38202663467388,5.03043792139244,9.39266192877014,3,5,4,2
"yes","acept","furnished",5.24702407216049,4.62497281328427,8.98719682066197,3,2,6,1
"yes","not acept","not furnished",5.01063529409626,3.95124371858143,8.13153071060425,3,4,0,2
"yes","acept","furnished",4.71849887129509,3.52636052461616,7.8898337513943,3,3,12,2
"yes","not acept","not furnished",4.97673374242057,4.34380542185368,8.69951474821019,3,4,1,3
"no","acept","not furnished",3.85014760171006,2.63905732961526,7.00306545878646,1,1,8,1
"yes","acept","furnished",4.85203026391962,4.06044301054642,8.41825644355621,3,2,3,1
"yes","acept","not furnished",5.52146091786225,4.21950770517611,8.41183267575841,3,4,0,4
"yes","acept","not furnished",4.78749174278205,3.04452243772342,7.28619171470238,3,1,2,0
"yes","not acept","not furnished",4.70048036579242,3.71357206670431,7.90100705199242,2,2,0,2
"yes","acept","not furnished",5.99146454710798,4.51085950651685,8.69951474821019,2,5,0,4
"yes","not acept","furnished",3.55534806148941,3.49650756146648,7.86326672400957,1,1,9,1
"yes","acept","furnished",4.67282883446191,5.09375020080676,9.45720044990771,2,2,18,2
"yes","acept","not furnished",4.57471097850338,4.26267987704132,8.63052187672324,2,2,1,0
"yes","not acept","not furnished",4.24849524204936,2.63905732961526,6.95654544315157,2,1,1,0
"yes","not acept","furnished",2.99573227355399,3.68887945411394,8.05261481881557,1,1,3,0
"yes","acept","not furnished",4.86753445045558,3.80666248977032,8.1605182474775,3,2,6,2
"yes","acept","not furnished",4.78749174278205,3.25809653802148,7.60090245954208,3,2,16,3
"yes","acept","furnished",4.70048036579242,3.89182029811063,8.24275634571448,3,3,2,2
"yes","acept","not furnished",5.7037824746562,5.18738580584075,9.38429367909962,3,5,0,3
"yes","not acept","not furnished",5.85507192220243,4.9416424226093,9.30565055178051,4,5,8,4
"yes","acept","not furnished",4.57471097850338,3.66356164612965,8.00636756765025,3,2,1,2
"yes","not acept","not furnished",4.43081679884331,4.34380542185368,8.69951474821019,4,1,5,3
"yes","not acept","not furnished",5.19295685089021,3.76120011569356,7.9373746961633,2,2,0,1
"yes","acept","not furnished",5.65599181081985,5.01727983681492,9.21034037197618,4,4,0,5
"yes","acept","not furnished",6.21460809842219,5.18178355029209,9.5468126085974,5,7,22,5
"yes","acept","not furnished",4.70048036579242,3.40119738166216,7.7621706071382,3,3,4,3
"yes","acept","not furnished",5.27811465923052,4.34380542185368,8.69951474821019,4,4,11,0
"yes","not acept","not furnished",3.49650756146648,3.97029191355212,8.33086361322474,1,1,12,1
"yes","acept","not furnished",5.99146454710798,4.91265488573605,9.10497985631836,4,4,0,3
"yes","acept","furnished",5.13579843705026,3.25809653802148,7.8164169836918,2,1,1,0
"yes","acept","not furnished",4.49980967033027,3.52636052461616,7.69621263934641,1,1,0,0
"yes","acept","not furnished",5.21493575760899,2.89037175789616,7.24422751560335,3,4,12,3
"yes","not acept","furnished",4.76217393479776,4.51085950651685,8.87206651340834,2,2,11,1
"yes","not acept","furnished",2.39789527279837,2.70805020110221,7.07411681619736,1,1,0,0
"no","acept","not furnished",4.04305126783455,2.39789527279837,6.68461172766793,1,1,2,1
"yes","not acept","not furnished",2.77258872223978,2.39789527279837,6.74523634948436,1,1,1,0
"yes","acept","furnished",5.19295685089021,4.15888308335967,8.51719319141624,4,3,4,1
"yes","acept","not furnished",5.52146091786225,4.34380542185368,8.69951474821019,3,4,16,2
"yes","acept","furnished",5.39362754635236,4.66343909411207,8.85366542803745,3,4,0,2
"yes","acept","not furnished",5.88610403145016,3.68887945411394,8.05038445306702,3,5,22,4
"yes","acept","not furnished",4.80402104473326,4.06044301054642,8.41183267575841,3,4,5,3
"yes","not acept","not furnished",4.92725368515721,4.48863636973214,8.85366542803745,3,4,2,3
"yes","acept","not furnished",4.70048036579242,2.89037175789616,7.24422751560335,3,1,1,1
"yes","acept","not furnished",5.39362754635236,3.78418963391826,8.13153071060425,4,3,3,3
"yes","not acept","not furnished",4.77068462446567,4.11087386417331,8.47114925291483,3,2,11,1
"yes","acept","not furnished",5.19295685089021,4.21950770517611,8.58485183989005,2,2,15,1
"yes","acept","not furnished",3.95124371858143,2.83321334405622,7.17011954344963,2,1,7,1
"yes","acept","furnished",3.40119738166216,2.99573227355399,7.34601020991329,1,1,1,0
"yes","acept","furnished",5.07517381523383,2.99573227355399,7.3132203870903,3,3,5,2
"no","not acept","not furnished",5.34233425196481,3.66356164612965,7.84384863815247,3,3,0,2
"yes","acept","not furnished",6.10924758276437,4.96284463025991,9.15904707758863,5,5,0,6
"yes","acept","not furnished",4.76217393479776,3.40119738166216,7.74066440191724,3,3,10,3
"yes","acept","not furnished",6.80239476332431,5.42053499927229,9.61580548008435,4,6,0,8
"yes","acept","not furnished",5.29831736654804,4.21950770517611,8.41183267575841,3,3,0,0
"yes","acept","not furnished",4.85203026391962,3.89182029811063,8.24275634571448,3,3,10,2
"yes","acept","not furnished",4.9416424226093,3.85014760171006,8.21608809863232,3,2,2,2
"yes","acept","not furnished",5.19295685089021,4.48863636973214,8.85366542803745,3,3,27,4
"yes","acept","not furnished",5.63478960316925,3.71357206670431,8.07090608878782,4,4,9,5
"yes","acept","not furnished",6.04025471127741,5.25227342804663,9.61580548008435,4,6,8,4
"yes","acept","furnished",3.87120101090789,3.55534806148941,7.90100705199242,1,1,8,1
"yes","not acept","furnished",4.99721227376411,4.74493212836325,9.10497985631836,3,2,2,2
"yes","not acept","not furnished",4.31748811353631,3.25809653802148,7.60090245954208,2,1,5,1
"yes","not acept","not furnished",3.78418963391826,2.484906649788,8.01168672912785,1,1,1,0
"yes","acept","not furnished",3.55534806148941,2.63905732961526,7.00306545878646,1,1,0,0
"yes","acept","furnished",5.76832099579377,4.79579054559674,8.98719682066197,4,2,0,2
"no","acept","not furnished",4.58496747867057,2.77258872223978,7.11720550316434,3,2,1,1
"no","not acept","furnished",3.93182563272433,2.83321334405622,7.17011954344963,1,1,12,0
"yes","acept","furnished",5.77455154554441,5.25227342804663,9.61580548008435,4,5,17,5
"yes","acept","not furnished",5.23110861685459,4.21950770517611,8.57546209954021,4,5,5,3
"yes","not acept","furnished",4.12713438504509,4.11087386417331,8.47637119689598,3,2,6,1
"yes","acept","not furnished",4.86753445045558,4.00733318523247,8.36637030168165,2,2,0,1
"no","acept","not furnished",6.39692965521615,4.4188406077966,8.61250337122056,4,6,0,3
"yes","acept","not furnished",6.25382881157547,4.91265488573605,9.10497985631836,3,4,0,2
"yes","acept","furnished",4.45434729625351,4.4188406077966,8.77955745588373,1,2,13,1
"yes","acept","not furnished",4.27666611901606,4.23410650459726,8.59987855803485,2,2,6,1
"yes","acept","not furnished",6.30991827822652,5.35185813347607,9.5468126085974,4,4,0,4
"yes","not acept","not furnished",3.91202300542815,2.94443897916644,7.1066061377273,1,1,0,0
"yes","acept","not furnished",5.6970934865054,4.79579054559674,8.98719682066197,5,3,0,3
"no","acept","not furnished",4.30406509320417,3.13549421592915,7.49554194388426,3,2,10,1
"yes","acept","furnished",3.71357206670431,3.46573590279973,7.81197342962202,1,1,17,0
"no","acept","not furnished",4.38202663467388,2.94443897916644,7.27931883541462,3,2,2,2
"yes","acept","not furnished",4.86753445045558,4.06044301054642,8.41183267575841,3,2,1,1
"yes","acept","not furnished",4.15888308335967,3.29583686600433,7.64969262371151,1,2,15,2
"yes","not acept","not furnished",3.91202300542815,3.55534806148941,7.91205688817901,1,1,9,1
"yes","acept","not furnished",5.29831736654804,3.97029191355212,8.1605182474775,3,2,0,4
"yes","acept","furnished",4.24849524204936,4.48863636973214,8.85366542803745,1,1,9,2
"no","acept","not furnished",3.71357206670431,2.63905732961526,7.57558465155779,1,1,11,1
"yes","acept","not furnished",4.48863636973214,3.2188758248682,7.54960916515453,2,2,2,0
"yes","acept","not furnished",5.52146091786225,5.28320372873799,9.47577683548064,4,2,0,8
"yes","acept","not furnished",4.65396035015752,3.3322045101752,7.49554194388426,2,1,0,0
"yes","acept","not furnished",5.01063529409626,3.46573590279973,7.64969262371151,2,2,0,1
"yes","not acept","not furnished",3.91202300542815,3.2188758248682,7.57558465155779,2,1,14,1
"yes","acept","not furnished",5.19295685089021,4.40671924726425,8.59415423255237,3,2,0,1
"yes","not acept","not furnished",3.91202300542815,2.77258872223978,6.90775527898214,1,1,0,0
"no","acept","not furnished",4.24849524204936,3.09104245335832,7.27931883541462,1,1,0,2
"yes","acept","not furnished",5.17614973257383,4.51085950651685,8.69951474821019,2,2,0,2
"yes","acept","not furnished",5.17614973257383,4.76217393479776,9.12695876303713,4,5,12,4
"yes","acept","not furnished",2.89037175789616,3.09104245335832,7.44424864949671,1,1,0,0
"yes","acept","not furnished",5.29831736654804,3.78418963391826,7.97246601597457,3,4,0,2
"yes","not acept","furnished",3.80666248977032,4.24849524204936,8.61613313927114,1,1,1,1
"no","acept","not furnished",4.24849524204936,2.30258509299405,6.62007320653036,2,1,3,1
"yes","acept","not furnished",4.18965474202643,3.3322045101752,7.68662133494462,3,2,9,1
"yes","acept","not furnished",3.87120101090789,2.70805020110221,7.0475172213573,2,1,2,0
"yes","acept","not furnished",6.24416690066374,5.25227342804663,9.61580548008435,5,4,5,3
"yes","acept","not furnished",4.00733318523247,3.25809653802148,7.60090245954208,2,2,7,1
"yes","acept","not furnished",5.85793315448346,4.33073334028633,8.51719319141624,4,5,0,2
"yes","acept","furnished",5.56068163101553,4.15888308335967,8.51719319141624,3,3,8,3
"yes","acept","not furnished",4.35670882668959,3.25809653802148,7.60090245954208,2,1,7,1
"yes","acept","furnished",3.55534806148941,3.13549421592915,7.48436864328613,1,1,6,0
"yes","not acept","not furnished",4.66343909411207,3.46573590279973,7.64969262371151,2,1,0,2
"yes","acept","furnished",6.21460809842219,5.42053499927229,9.61580548008435,3,3,0,5
"yes","not acept","not furnished",3.63758615972639,3.2188758248682,7.40853056689463,1,1,0,0
"yes","acept","furnished",5.03043792139244,5.01727983681492,9.38429367909962,2,2,15,1
"yes","acept","not furnished",4.15888308335967,3.04452243772342,7.37775890822787,2,2,5,2
"yes","acept","not furnished",5.56068163101553,4.21950770517611,8.41183267575841,3,4,0,4
"no","acept","not furnished",3.91202300542815,1.94591014905531,6.21460809842219,1,1,11,1
"yes","acept","furnished",5.13579843705026,4.06044301054642,8.41183267575841,3,2,14,1
"yes","acept","furnished",4.78749174278205,4.12713438504509,8.49290049884719,2,2,15,2
"yes","acept","furnished",6.5510803350434,4.62497281328427,8.98719682066197,4,5,10,2
"yes","acept","not furnished",5.59842195899838,4.0943445622221,8.28853445941392,5,7,0,2
"yes","acept","not furnished",3.68887945411394,3.46573590279973,8.14989054440242,1,1,6,0
"yes","acept","furnished",6.46146817635372,4.86753445045558,9.23014299927236,4,4,12,4
"yes","acept","not furnished",3.68887945411394,2.70805020110221,6.88755257166462,1,1,0,0
"yes","acept","not furnished",3.68887945411394,2.63905732961526,7.00306545878646,2,1,3,0
"yes","acept","furnished",3.73766961828337,3.25809653802148,7.60090245954208,1,1,0,1
"yes","acept","not furnished",4.12713438504509,3.29583686600433,7.64969262371151,1,1,3,0
"yes","not acept","furnished",4.66343909411207,4.15888308335967,8.51719319141624,2,3,18,2
"yes","acept","not furnished",4.63472898822964,4.02535169073515,8.38935981990635,3,2,7,1
"yes","acept","not furnished",5.88610403145016,4.68213122712422,9.04782144247841,3,5,13,3
"yes","acept","furnished",4.72738781871234,4.40671924726425,8.76405326934776,1,1,9,2
"yes","acept","not furnished",5.0998664278242,4.34380542185368,8.69951474821019,4,4,1,3
